investor_id,age_group,gender,city_tier,annual_income_lakh,total_invested,num_transactions,avg_sip_amount
INV000460,36-45,Male,T30,47.1,2003584,12,166965.33333333334
INV000461,36-45,Male,T30,26.9,98422,3,32807.333333333336
INV000462,56+,Female,T30,42.3,53418,2,26709.0
INV000463,26-35,Male,T30,8.9,843755,10,84375.5
INV000464,46-55,Male,B30,70.6,9163,1,9163.0
INV000465,26-35,Male,B30,20.8,537322,5,107464.4
INV000466,18-25,Male,B30,4.4,691867,10,69186.7
INV000467,18-25,Female,T30,7.1,65408,10,6540.8
INV000468,36-45,Male,B30,23.5,3014,1,3014.0
INV000469,18-25,Male,B30,4.7,1178685,12,98223.75
INV000470,26-35,Male,B30,17.8,565741,4,141435.25
INV000471,18-25,Male,T30,4.2,840782,5,168156.4
INV000472,46-55,Male,T30,70.1,354383,3,118127.66666666667
INV000473,36-45,Male,B30,15.4,1506280,8,188285.0
INV000474,46-55,Male,B30,83.3,25773,5,5154.6
INV000475,56+,Female,T30,49.7,366110,3,122036.66666666667
INV000476,46-55,Female,T30,21.2,381910,4,95477.5
INV000477,18-25,Female,T30,5.3,2846388,10,284638.8
INV000478,36-45,Female,T30,16.5,385016,3,128338.66666666667
INV000479,18-25,Male,T30,4.2,58383,2,29191.5
INV000480,18-25,Male,T30,6.2,966963,9,107440.33333333333
INV000481,26-35,Female,B30,13.4,2336031,10,233603.1
INV000482,26-35,Male,T30,7.6,1669754,10,166975.4
INV000483,18-25,Male,T30,7.7,948622,11,86238.36363636363
INV000484,26-35,Male,B30,21.7,44058,1,44058.0
INV000485,26-35,Male,T30,19.5,542383,6,90397.16666666667
INV000486,26-35,Female,T30,12.6,1009808,3,336602.6666666667
INV000487,36-45,Male,T30,41.7,872294,7,124613.42857142857
INV000488,56+,Male,B30,31.4,1172431,7,167490.14285714287
INV000489,18-25,Male,B30,7.4,308094,5,61618.8
INV000490,26-35,Male,T30,10.0,416665,3,138888.33333333334
INV000491,56+,Male,T30,58.2,2117561,12,176463.41666666666
INV000492,36-45,Male,T30,12.4,1258481,7,179783.0
INV000493,18-25,Male,T30,4.2,485825,12,40485.416666666664
INV000494,56+,Male,B30,30.4,1163559,7,166222.7142857143
INV000495,26-35,Female,T30,7.6,1799071,12,149922.58333333334
INV000496,36-45,Male,T30,14.3,736381,7,105197.28571428571
INV000497,36-45,Male,B30,45.7,881675,10,88167.5
INV000498,26-35,Female,T30,22.1,896818,4,224204.5
INV000499,36-45,Female,T30,59.5,715152,9,79461.33333333333
INV000500,26-35,Female,T30,19.9,1216892,8,152111.5
INV000501,18-25,Male,T30,4.0,30878,3,10292.666666666666
INV000502,36-45,Female,T30,40.9,5007,1,5007.0
INV000503,26-35,Female,B30,22.2,702198,4,175549.5
INV000504,26-35,Male,B30,17.4,2723,1,2723.0
INV000505,36-45,Male,T30,40.9,464433,6,77405.5
INV000506,36-45,Female,T30,43.0,30433,3,10144.333333333334
INV000507,36-45,Male,T30,44.1,653580,9,72620.0
INV000508,36-45,Female,T30,12.8,440952,2,220476.0
INV000509,56+,Male,B30,26.5,479989,5,95997.8
INV000510,46-55,Male,T30,55.0,534447,4,133611.75
INV000511,46-55,Male,T30,88.7,969412,8,121176.5
INV000512,46-55,Male,B30,82.6,348138,12,29011.5
INV000513,26-35,Male,T30,12.8,9171,2,4585.5
INV000514,36-45,Male,T30,43.2,1252941,8,156617.625
INV000515,18-25,Male,T30,5.1,713355,3,237785.0
INV000516,36-45,Male,T30,27.3,145169,2,72584.5
INV000517,36-45,Female,B30,31.8,513148,5,102629.6
INV000518,26-35,Male,B30,11.9,122149,2,61074.5
INV000519,26-35,Female,B30,6.3,725481,6,120913.5
INV000520,46-55,Female,T30,59.4,496222,6,82703.66666666667
INV000521,26-35,Male,T30,9.7,1888125,9,209791.66666666666
INV000522,26-35,Female,T30,10.8,2234009,12,186167.41666666666
INV000523,36-45,Male,T30,13.1,754087,10,75408.7
INV000524,56+,Male,T30,37.4,1064264,10,106426.4
INV000525,56+,Female,T30,12.6,626819,8,78352.375
INV000526,26-35,Female,B30,16.5,2080600,10,208060.0
INV000527,26-35,Male,T30,12.1,1270840,11,115530.90909090909
INV000528,56+,Male,T30,58.0,5187,1,5187.0
INV000529,18-25,Male,T30,4.7,1420509,11,129137.18181818182
INV000530,18-25,Male,T30,5.3,139391,5,27878.2
INV000531,56+,Male,T30,64.9,1450980,11,131907.27272727274
INV000532,26-35,Male,B30,9.0,1049970,11,95451.81818181818
INV000533,56+,Male,T30,25.1,711728,8,88966.0
INV000534,36-45,Male,B30,16.8,446411,2,223205.5
INV000535,36-45,Male,B30,18.7,387497,6,64582.833333333336
INV000536,36-45,Female,T30,29.6,684305,4,171076.25
INV000537,36-45,Female,T30,42.3,672114,5,134422.8
INV000538,36-45,Male,T30,26.5,427250,5,85450.0
INV000539,26-35,Female,B30,13.4,1043852,9,115983.55555555556
INV000540,26-35,Female,B30,10.4,1749251,11,159022.81818181818
INV000541,46-55,Female,T30,22.9,23749,2,11874.5
INV000542,36-45,Male,B30,20.3,303276,5,60655.2
INV000543,36-45,Male,T30,45.4,339697,8,42462.125
INV000544,18-25,Male,B30,3.6,1289803,8,161225.375
INV000545,26-35,Male,T30,23.6,1083866,10,108386.6
INV000546,26-35,Male,B30,9.5,641715,12,53476.25
INV000547,26-35,Male,T30,16.6,1105411,12,92117.58333333333
INV000548,36-45,Male,B30,53.2,1232866,8,154108.25
INV000549,46-55,Female,B30,59.6,1355332,10,135533.2
INV000550,26-35,Male,B30,6.7,150262,5,30052.4
INV000551,26-35,Female,B30,13.2,201177,4,50294.25
INV000552,36-45,Female,T30,35.8,804339,10,80433.9
INV000553,36-45,Male,T30,50.4,402393,7,57484.71428571428
INV000554,36-45,Male,T30,12.3,1471290,10,147129.0
INV000555,26-35,Female,B30,24.6,292884,3,97628.0
INV000556,18-25,Male,B30,7.2,1204314,11,109483.09090909091
INV000557,26-35,Male,T30,10.3,389126,6,64854.333333333336
INV000558,56+,Female,T30,22.1,1201905,8,150238.125
INV000559,26-35,Male,T30,6.1,681567,5,136313.4
INV000560,18-25,Male,T30,3.4,433008,5,86601.6
INV000561,36-45,Male,T30,37.3,6189,1,6189.0
INV000562,36-45,Male,T30,32.9,196097,7,28013.85714285714
INV000563,26-35,Male,T30,15.5,902361,12,75196.75
INV000564,56+,Female,B30,58.4,386126,4,96531.5
INV000565,26-35,Male,B30,18.8,375314,3,125104.66666666667
INV000566,36-45,Male,B30,18.2,1199129,12,99927.41666666667
INV000567,26-35,Male,T30,9.1,2013020,12,167751.66666666666
INV000568,36-45,Male,T30,48.4,778052,9,86450.22222222222
INV000569,26-35,Male,T30,8.0,2074454,12,172871.16666666666
INV000570,26-35,Male,B30,16.2,799962,11,72723.81818181818
INV000571,18-25,Male,B30,6.7,2325,1,2325.0
INV000572,36-45,Female,T30,28.9,540076,5,108015.2
INV000573,56+,Female,B30,38.5,1579877,12,131656.41666666666
INV000574,46-55,Female,T30,37.0,184546,3,61515.333333333336
INV000575,26-35,Female,B30,16.4,774094,8,96761.75
INV000576,46-55,Male,T30,79.7,776886,9,86320.66666666667
INV000577,36-45,Male,T30,20.4,1511226,11,137384.18181818182
INV000578,26-35,Male,B30,10.9,1112496,12,92708.0
INV000579,46-55,Male,T30,67.8,7859,1,7859.0
INV000580,56+,Male,B30,31.8,1672022,9,185780.22222222222
INV000581,36-45,Male,B30,26.4,934189,12,77849.08333333333
INV000582,56+,Male,T30,45.7,565701,1,565701.0
INV000583,26-35,Male,B30,8.7,1126230,9,125136.66666666667
INV000584,46-55,Female,B30,20.9,781613,8,97701.625
INV000585,46-55,Female,T30,47.0,637360,9,70817.77777777778
INV000586,36-45,Male,T30,43.8,1060394,12,88366.16666666667
INV000587,26-35,Male,T30,15.5,1466513,12,122209.41666666667
INV000588,36-45,Female,T30,28.6,98925,2,49462.5
INV000589,18-25,Female,B30,6.3,1053395,11,95763.18181818182
INV000590,36-45,Male,T30,23.3,114679,4,28669.75
INV000591,18-25,Male,T30,4.1,406779,8,50847.375
INV000592,26-35,Male,T30,21.2,410122,5,82024.4
INV000593,56+,Male,T30,50.2,1361359,11,123759.90909090909
INV000594,18-25,Male,T30,6.6,1095,1,1095.0
INV000595,18-25,Male,T30,7.6,1591240,10,159124.0
INV000596,56+,Male,T30,21.3,616551,12,51379.25
INV000597,46-55,Male,T30,48.6,542590,8,67823.75
INV000598,26-35,Male,T30,16.6,563446,6,93907.66666666667
INV000599,36-45,Male,T30,24.0,759386,10,75938.6
INV000600,26-35,Male,T30,17.3,758701,6,126450.16666666667
INV000601,46-55,Male,T30,52.6,1260961,10,126096.1
INV000602,18-25,Male,T30,8.0,1004715,10,100471.5
INV000603,26-35,Male,T30,17.3,11214,4,2803.5
INV000604,26-35,Male,T30,9.5,2567253,10,256725.3
INV000605,36-45,Male,B30,35.6,518544,2,259272.0
INV000606,18-25,Male,B30,7.8,2504294,12,208691.16666666666
INV000607,56+,Male,T30,33.9,1158929,10,115892.9
INV000608,46-55,Male,T30,83.5,278741,7,39820.142857142855
INV000609,18-25,Male,B30,3.9,1505477,12,125456.41666666667
INV000610,26-35,Male,T30,11.9,307478,1,307478.0
INV000611,26-35,Male,B30,11.4,99839,6,16639.833333333332
INV000612,18-25,Male,B30,6.3,564172,12,47014.333333333336
INV000613,26-35,Male,T30,11.5,709973,4,177493.25
INV000614,26-35,Male,B30,6.1,1160425,7,165775.0
INV000615,36-45,Male,B30,60.0,710619,9,78957.66666666667
INV000616,36-45,Male,B30,50.4,1066183,9,118464.77777777778
INV000617,26-35,Female,T30,11.8,324537,3,108179.0
INV000618,26-35,Male,T30,17.8,6996,2,3498.0
INV000619,26-35,Male,T30,12.6,1266245,9,140693.88888888888
INV000620,26-35,Male,T30,16.1,7741,1,7741.0
INV000621,56+,Female,B30,45.8,2078077,10,207807.7
INV000622,26-35,Male,B30,18.0,21061,5,4212.2
INV000623,46-55,Male,T30,48.9,1311642,10,131164.2
INV000624,56+,Male,T30,79.6,169911,9,18879.0
INV000625,46-55,Female,T30,19.7,1331498,12,110958.16666666667
INV000626,26-35,Female,T30,12.3,884040,6,147340.0
INV000627,36-45,Female,T30,49.8,315662,3,105220.66666666667
INV000628,56+,Male,T30,57.9,59172,2,29586.0
INV000629,46-55,Male,T30,96.4,486977,6,81162.83333333333
INV000630,26-35,Male,B30,18.9,768298,9,85366.44444444444
INV000631,36-45,Female,T30,48.6,874172,9,97130.22222222222
INV000632,36-45,Male,T30,49.1,601820,4,150455.0
INV000633,46-55,Male,T30,69.2,134790,6,22465.0
INV000634,26-35,Female,T30,22.7,778120,11,70738.18181818182
INV000635,18-25,Female,T30,4.2,492099,8,61512.375
INV000636,46-55,Male,T30,79.6,439817,6,73302.83333333333
INV000637,26-35,Male,T30,13.9,929096,6,154849.33333333334
INV000638,26-35,Male,B30,12.7,1114765,8,139345.625
INV000639,18-25,Female,B30,3.6,2162795,11,196617.72727272726
INV000640,18-25,Male,T30,5.3,8756,1,8756.0
INV000641,26-35,Male,B30,14.5,559752,8,69969.0
INV000642,26-35,Male,T30,15.6,919646,11,83604.18181818182
INV000643,26-35,Female,B30,23.5,886592,7,126656.0
INV000644,26-35,Male,T30,9.1,530205,6,88367.5
INV000645,18-25,Male,T30,3.9,1414660,12,117888.33333333333
INV000646,26-35,Female,T30,23.9,1713396,12,142783.0
INV000647,46-55,Male,T30,46.5,1050135,4,262533.75
INV000648,18-25,Female,B30,5.8,32645,4,8161.25
INV000649,36-45,Male,T30,27.3,1738284,10,173828.4
INV000650,26-35,Male,B30,22.8,564853,5,112970.6
INV000651,18-25,Male,T30,6.0,236961,8,29620.125
INV000652,26-35,Male,T30,8.0,1502257,12,125188.08333333333
INV000653,26-35,Female,B30,18.6,26554,2,13277.0
INV000654,18-25,Female,B30,7.9,955429,6,159238.16666666666
INV000655,26-35,Male,T30,8.0,480225,2,240112.5
INV000656,18-25,Male,T30,5.2,1064638,7,152091.14285714287
INV000657,26-35,Female,B30,11.4,433317,10,43331.7
INV000658,26-35,Male,T30,14.1,1025622,9,113958.0
INV000659,26-35,Male,B30,17.2,258349,5,51669.8
INV000660,36-45,Male,T30,14.1,254938,6,42489.666666666664
INV000661,36-45,Male,B30,46.8,725441,8,90680.125
INV000662,36-45,Female,T30,20.1,639548,11,58140.72727272727
INV000663,26-35,Female,T30,13.8,83316,6,13886.0
INV000664,26-35,Male,T30,21.1,787540,8,98442.5
INV000665,26-35,Female,B30,6.6,746312,12,62192.666666666664
INV000666,36-45,Male,T30,49.7,496011,7,70858.71428571429
INV000667,26-35,Male,T30,7.5,1593494,12,132791.16666666666
INV000668,18-25,Male,T30,4.8,518362,5,103672.4
INV000669,36-45,Male,T30,25.2,1065256,4,266314.0
INV000670,26-35,Male,B30,15.9,338140,5,67628.0
INV000671,36-45,Female,B30,15.3,2333315,12,194442.91666666666
INV000672,26-35,Male,T30,18.8,409297,3,136432.33333333334
INV000673,36-45,Male,B30,47.4,145533,6,24255.5
INV000674,26-35,Female,B30,12.5,315027,3,105009.0
INV000675,36-45,Male,B30,27.9,1342300,12,111858.33333333333
INV000676,56+,Male,B30,71.7,376497,12,31374.75
INV000677,26-35,Male,T30,16.6,315456,4,78864.0
INV000678,26-35,Male,T30,19.1,1054211,11,95837.36363636363
INV000679,46-55,Female,B30,79.1,283572,5,56714.4
INV000680,18-25,Female,T30,4.1,325752,3,108584.0
INV000681,26-35,Male,T30,23.4,11354,3,3784.6666666666665
INV000682,56+,Female,T30,69.2,1312144,6,218690.66666666666
INV000683,26-35,Female,T30,17.4,223475,11,20315.909090909092
INV000684,26-35,Male,B30,10.4,498030,5,99606.0
INV000685,18-25,Male,T30,4.0,429968,2,214984.0
INV000686,36-45,Male,T30,51.9,217482,2,108741.0
INV000687,36-45,Male,T30,41.0,483920,5,96784.0
INV000688,36-45,Male,B30,24.1,360971,3,120323.66666666667
INV000689,26-35,Female,T30,19.8,922386,8,115298.25
INV000690,46-55,Male,T30,98.7,1189083,12,99090.25
INV000691,18-25,Female,T30,7.8,1441377,10,144137.7
INV000692,46-55,Female,B30,37.5,1897,1,1897.0
INV000693,26-35,Male,B30,11.0,1831041,10,183104.1
INV000694,46-55,Male,T30,50.6,1893343,7,270477.5714285714
INV000695,36-45,Male,T30,48.0,700290,8,87536.25
INV000696,26-35,Male,T30,10.7,26838,4,6709.5
INV000697,36-45,Male,T30,41.4,407537,1,407537.0
INV000698,18-25,Male,B30,7.1,606641,12,50553.416666666664
INV000699,18-25,Male,T30,7.7,694683,8,86835.375
INV000700,56+,Female,T30,71.3,25789,3,8596.333333333334
INV000701,36-45,Female,T30,55.6,1164582,11,105871.09090909091
INV000702,46-55,Female,B30,94.1,309191,3,103063.66666666667
INV000703,26-35,Male,T30,15.4,1056450,7,150921.42857142858
INV000704,18-25,Male,T30,4.5,655041,9,72782.33333333333
INV000705,26-35,Male,T30,6.9,353502,4,88375.5
INV000706,26-35,Female,T30,7.3,1382195,9,153577.22222222222
INV000707,36-45,Female,B30,46.6,394234,10,39423.4
INV000708,26-35,Female,T30,13.5,664661,8,83082.625
INV000709,26-35,Female,T30,13.6,1818377,12,151531.41666666666
INV000710,26-35,Male,T30,6.1,311061,7,44437.28571428572
INV000711,56+,Male,T30,28.3,1560807,8,195100.875
INV000712,26-35,Male,B30,24.1,177827,1,177827.0
INV000713,36-45,Female,T30,23.7,513134,4,128283.5
INV000714,26-35,Female,B30,23.8,1211050,12,100920.83333333333
INV000715,26-35,Male,B30,24.2,462102,7,66014.57142857143
INV000716,56+,Male,B30,15.1,204847,2,102423.5
INV000717,46-55,Male,T30,44.9,1161401,7,165914.42857142858
INV000718,26-35,Male,T30,10.8,863704,10,86370.4
INV000719,18-25,Male,B30,6.8,1313380,12,109448.33333333333
INV000720,18-25,Female,T30,5.8,765199,8,95649.875
INV000721,36-45,Male,B30,59.1,454922,7,64988.857142857145
INV000722,26-35,Female,T30,8.1,1934707,9,214967.44444444444
INV000723,46-55,Female,T30,31.4,438976,6,73162.66666666667
INV000724,46-55,Male,B30,78.7,732624,9,81402.66666666667
INV000725,18-25,Male,T30,6.9,231261,8,28907.625
INV000726,26-35,Male,T30,21.1,1248341,7,178334.42857142858
INV000727,26-35,Female,T30,21.3,14806,3,4935.333333333333
INV000728,26-35,Male,T30,8.4,1278764,9,142084.88888888888
INV000729,36-45,Male,T30,36.5,465557,5,93111.4
INV000730,26-35,Male,T30,19.5,538630,5,107726.0
INV000731,18-25,Male,T30,7.1,427944,4,106986.0
INV000732,46-55,Female,B30,40.8,1499551,10,149955.1
INV000733,18-25,Male,T30,3.9,1129452,7,161350.2857142857
INV000734,26-35,Female,T30,15.2,990424,11,90038.54545454546
INV000735,36-45,Male,T30,57.7,743109,8,92888.625
INV000736,36-45,Female,B30,39.4,1296656,10,129665.6
INV000737,26-35,Female,T30,10.0,596078,8,74509.75
INV000738,26-35,Male,B30,12.1,981192,8,122649.0
INV000739,46-55,Female,B30,97.0,1516957,8,189619.625
INV000740,36-45,Male,T30,52.5,334831,2,167415.5
INV000741,26-35,Male,B30,17.4,745579,8,93197.375
INV000742,36-45,Male,T30,27.4,333940,6,55656.666666666664
INV000743,26-35,Male,T30,22.8,602164,4,150541.0
INV000744,56+,Female,B30,49.8,1976086,10,197608.6
INV000745,26-35,Female,T30,13.2,185145,6,30857.5
INV000746,36-45,Male,B30,49.8,1895150,9,210572.22222222222
INV000747,36-45,Female,T30,40.3,1444650,11,131331.81818181818
INV000748,26-35,Male,B30,18.7,877286,4,219321.5
INV000749,36-45,Male,B30,36.1,1948339,12,162361.58333333334
INV000750,26-35,Male,T30,20.9,1229162,12,102430.16666666667
INV000751,36-45,Male,B30,17.7,284905,11,25900.454545454544
INV000752,46-55,Male,T30,32.7,936259,7,133751.2857142857
INV000753,46-55,Male,B30,82.4,820611,7,117230.14285714286
INV000754,26-35,Male,T30,8.0,812469,11,73860.81818181818
INV000755,26-35,Female,B30,13.1,1438495,7,205499.2857142857
INV000756,36-45,Male,T30,44.2,71393,4,17848.25
INV000757,36-45,Male,T30,25.4,310431,6,51738.5
INV000758,56+,Male,T30,61.5,1131634,10,113163.4
INV000759,26-35,Male,T30,7.6,991581,11,90143.72727272728
INV000760,36-45,Male,T30,29.2,598957,4,149739.25
INV000761,18-25,Female,B30,7.5,1015841,11,92349.18181818182
INV000762,36-45,Female,T30,29.8,220153,4,55038.25
INV000763,26-35,Female,B30,6.4,4966,1,4966.0
INV000764,26-35,Male,T30,15.6,971055,8,121381.875
INV000765,18-25,Male,T30,4.6,1922758,12,160229.83333333334
INV000766,46-55,Male,B30,88.1,454527,4,113631.75
INV000767,18-25,Female,T30,5.2,827437,6,137906.16666666666
INV000768,56+,Male,T30,12.2,486601,12,40550.083333333336
INV000769,36-45,Male,T30,41.1,942971,7,134710.14285714287
INV000770,36-45,Male,T30,43.0,416170,3,138723.33333333334
INV000771,26-35,Male,B30,10.9,179563,5,35912.6
INV000772,56+,Female,T30,16.1,1528127,12,127343.91666666667
INV000773,26-35,Female,B30,22.2,147570,1,147570.0
INV000774,36-45,Male,T30,34.9,871714,9,96857.11111111111
INV000775,26-35,Male,T30,15.1,385045,5,77009.0
INV000776,26-35,Male,T30,12.4,1161371,11,105579.18181818182
INV000777,26-35,Male,T30,15.7,508753,8,63594.125
INV000778,26-35,Male,B30,16.9,566606,11,51509.63636363636
INV000779,36-45,Male,T30,35.3,1358405,12,113200.41666666667
INV000780,26-35,Male,T30,13.2,6159,1,6159.0
INV000781,26-35,Male,T30,6.8,609059,5,121811.8
INV000782,18-25,Male,T30,4.4,112870,6,18811.666666666668
INV000783,46-55,Male,T30,92.0,1504937,12,125411.41666666667
INV000784,36-45,Male,T30,19.6,1265723,8,158215.375
INV000785,36-45,Male,T30,31.1,1740542,11,158231.0909090909
INV000786,26-35,Male,B30,17.9,151452,10,15145.2
INV000787,46-55,Male,T30,23.7,58500,1,58500.0
INV000788,26-35,Male,T30,20.7,633957,7,90565.28571428571
INV000789,56+,Male,T30,47.7,800288,10,80028.8
INV000790,26-35,Male,T30,15.9,25070,1,25070.0
INV000791,26-35,Male,B30,18.4,1169306,9,129922.88888888889
INV000792,26-35,Female,B30,14.0,17894,2,8947.0
INV000793,26-35,Female,T30,8.4,591986,11,53816.90909090909
INV000794,56+,Male,B30,26.7,2557,1,2557.0
INV000795,36-45,Male,B30,37.2,566959,4,141739.75
INV000796,18-25,Male,T30,5.0,130904,4,32726.0
INV000797,36-45,Female,T30,53.7,499115,5,99823.0
INV000798,26-35,Male,B30,24.6,26463,1,26463.0
INV000799,18-25,Male,T30,4.6,818728,7,116961.14285714286
INV000800,36-45,Female,T30,58.8,532344,5,106468.8
INV000801,36-45,Male,B30,18.3,254710,4,63677.5
INV000802,36-45,Male,T30,34.4,1221773,5,244354.6
INV000803,26-35,Female,B30,20.6,710600,9,78955.55555555556
INV000804,36-45,Male,B30,39.7,842684,6,140447.33333333334
INV000805,36-45,Male,T30,57.2,37944,1,37944.0
INV000806,46-55,Male,T30,90.4,1615282,12,134606.83333333334
INV000807,18-25,Male,B30,4.4,240704,2,120352.0
INV000808,36-45,Male,T30,34.9,165725,4,41431.25
INV000809,56+,Male,T30,59.1,363678,5,72735.6
INV000810,26-35,Male,T30,11.2,839720,10,83972.0
INV000811,36-45,Female,B30,34.5,1147477,6,191246.16666666666
INV000812,46-55,Male,T30,59.4,266320,1,266320.0
INV000813,46-55,Male,T30,38.7,1102069,8,137758.625
INV000814,26-35,Male,T30,17.8,237787,7,33969.57142857143
INV000815,26-35,Male,B30,9.2,830351,4,207587.75
INV000816,36-45,Male,T30,26.0,581224,5,116244.8
INV000817,26-35,Female,T30,22.2,364640,1,364640.0
INV000818,56+,Female,T30,62.5,1276030,5,255206.0
INV000819,36-45,Male,T30,56.5,1163624,6,193937.33333333334
INV000820,36-45,Male,T30,50.2,427734,3,142578.0
INV000821,36-45,Male,B30,50.1,1517514,9,168612.66666666666
INV000822,26-35,Male,B30,9.2,210242,9,23360.222222222223
INV000823,46-55,Male,B30,41.5,853782,10,85378.2
INV000824,36-45,Male,T30,53.9,210451,4,52612.75
INV000825,18-25,Female,B30,5.5,768198,5,153639.6
INV000826,36-45,Female,B30,44.3,1388625,7,198375.0
INV000827,36-45,Male,T30,28.8,562736,10,56273.6
INV000828,26-35,Female,B30,17.1,523055,2,261527.5
INV000829,26-35,Female,T30,23.1,1038470,9,115385.55555555556
INV000830,36-45,Female,T30,43.0,775541,10,77554.1
INV000831,36-45,Male,T30,34.6,139654,6,23275.666666666668
INV000832,36-45,Male,T30,36.6,408362,4,102090.5
INV000833,18-25,Male,B30,4.4,648577,10,64857.7
INV000834,18-25,Female,B30,6.6,375586,4,93896.5
INV000835,56+,Male,T30,65.1,7716,1,7716.0
INV000836,26-35,Male,T30,24.4,666432,7,95204.57142857143
INV000837,56+,Male,T30,9.8,404766,3,134922.0
INV000838,26-35,Male,B30,21.9,831035,4,207758.75
INV000839,26-35,Male,T30,9.5,200801,3,66933.66666666667
INV000840,26-35,Male,T30,15.3,1815784,9,201753.77777777778
INV000841,36-45,Male,T30,56.5,1338826,7,191260.85714285713
INV000842,36-45,Female,B30,57.0,5035,1,5035.0
INV000843,26-35,Male,T30,10.2,1085909,11,98719.0
INV000844,26-35,Male,T30,6.5,819349,10,81934.9
INV000845,36-45,Male,B30,17.5,968144,7,138306.2857142857
INV000846,26-35,Female,B30,21.7,752263,5,150452.6
INV000847,26-35,Female,T30,17.8,1317658,11,119787.09090909091
INV000848,26-35,Male,T30,20.4,404172,2,202086.0
INV000849,56+,Female,T30,32.5,1212005,11,110182.27272727272
INV000850,36-45,Male,T30,23.7,1167608,6,194601.33333333334
INV000851,36-45,Male,T30,39.2,1155426,9,128380.66666666667
INV000852,26-35,Female,B30,18.1,571269,5,114253.8
INV000853,26-35,Female,T30,8.0,531947,12,44328.916666666664
INV000854,46-55,Female,T30,79.7,281496,10,28149.6
INV000855,56+,Male,T30,57.1,62977,4,15744.25
INV000856,26-35,Male,T30,24.8,1132095,9,125788.33333333333
INV000857,26-35,Female,T30,23.6,1392092,9,154676.88888888888
INV000858,36-45,Female,T30,28.7,471002,11,42818.36363636364
INV000859,18-25,Female,T30,7.1,28609,3,9536.333333333334
INV000860,36-45,Female,B30,51.8,836394,10,83639.4
INV000861,18-25,Male,T30,4.2,870239,9,96693.22222222222
